Player,Birth Date
Mark Wade,October 15 1965
Von Wafer,July 21 1985
Clint Wager,January 20 1920
Dajuan Wagner,February 4 1983
Danny Wagner,August 1 1922
Franz Wagner,August 27 2001
Milt Wagner,February 20 1963
Moritz Wagner,April 26 1997
Phillip Wagner,December 18 1945
Ish Wainright,September 12 1994
Dion Waiters,December 10 1991
Granville Waiters,January 8 1961
Andre Wakefield,January 11 1955
Neal Walk,July 29 1948
Andy Walker,March 25 1955
Antoine Walker,August 12 1976
Brady Walker,March 15 1921
Chet Walker*,February 22 1940
Darrell Walker,March 9 1961
Foots Walker,May 21 1951
Henry Walker,October 9 1987
Horace Walker,April 17 1937
Jimmy Walker,April 8 1944
Kemba Walker,May 8 1990
Kenny Walker,August 18 1964
Lonnie Walker IV,December 14 1998
M.J. Walker,March 28 1998
Phil Walker,March 20 1956
Samaki Walker,February 25 1976
Wally Walker,July 18 1954
John Wall,September 6 1990
Ben Wallace*,September 10 1974
Gerald Wallace,July 23 1982
John Wallace,February 9 1974
Rasheed Wallace,September 17 1974
Red Wallace,July 12 1918
Tyrone Wallace,June 10 1994
Dwight Waller,October 5 1945
Jamie Waller,November 20 1964
Jim Walsh,August 29 1930
Matt Walsh,December 2 1982
Rex Walters,March 12 1970
Paul Walther,March 23 1927
Isaac Walthour,August 25 1930
Bill Walton*,November 5 1952
Derrick Walton,April 3 1995
Lloyd Walton,November 23 1953
Luke Walton,March 28 1980
Brad Wanamaker,July 25 1989
Bobby Wanzer*,June 4 1921
Perry Warbington,September 7 1952
Charlie Ward,October 12 1970
Gerry Ward,September 6 1941
Henry Ward,January 30 1952
Casper Ware,January 17 1990
Jim Ware,May 2 1944
Ben Warley,September 4 1936
Bob Warlick,March 20 1941
Cornell Warner,August 12 1948
Jameel Warney,January 31 1994
Bob Warren,July 17 1946
John Warren,July 7 1947
T.J. Warren,September 5 1993
Willie Warren,October 22 1989
Bryan Warrick,July 22 1959
Hakim Warrick,July 8 1982
Chris Washburn,May 13 1965
Julian Washburn,December 18 1991
Bobby Washington,July 11 1947
Darius Washington,December 6 1985
Donald Washington,April 22 1952
Duane Washington,August 31 1964
Duane Washington Jr.,March 24 2000
Eric Washington,March 23 1974
Jim Washington,July 1 1943
Kermit Washington,September 17 1951
P.J. Washington,August 23 1998
Pearl Washington,January 6 1964
Richard Washington,July 15 1955
Stan Washington,January 23 1952
Trooper Washington,April 21 1944
Wilson Washington,August 3 1955
Yuta Watanabe,October 13 1994
Lindy Waters III,July 28 1997
Tremont Waters,January 10 1998
Trendon Watford,November 9 2000
Darryl Watkins,November 8 1984
Bobby Watson,March 22 1930
C.J. Watson,April 17 1984
Earl Watson,June 12 1979
Jamie Watson,February 23 1972
Paul Watson,December 30 1994
Ron Watts,May 21 1943
Samuel Watts,March 14 1948
Slick Watts,July 22 1951
Maalik Wayns,May 2 1991
David Wear,September 21 1990
Travis Wear,September 21 1990
Clarence Weatherspoon,September 8 1970
Nick Weatherspoon,July 20 1950
Quinndary Weatherspoon,September 10 1996
Kyle Weaver,February 18 1986
James Webb III,August 19 1993
Jeff Webb,July 6 1948
Marcus Webb,May 9 1970
Spud Webb,July 13 1963
Chris Webber*,March 1 1973
Briante Weber,December 29 1992
Jake Weber,March 18 1918
Elnardo Webster,March 6 1948
Jeff Webster,February 19 1971
Martell Webster,December 4 1986
Marvin Webster,April 13 1952
Scott Wedman,July 29 1952
Sonny Weems,July 8 1986
Dick Wehr,December 9 1925
Brant Weidner,October 28 1960
Bob Weiss,May 7 1942
Rick Weitzman,April 30 1946
Bonzi Wells,September 28 1976
Bubba Wells,July 26 1974
Owen Wells,December 9 1950
Ralph Wells,September 3 1940
Chris Welp,January 2 1964
Ji?í Welsch,January 27 1980
Thomas Welsh,February 3 1996
Bill Wennington,April 26 1963
Matt Wenstrom,November 4 1970
Robert Werdann,September 12 1970
Ray Wertis,July 30 1923
David Wesley,November 14 1970
Walt Wesley,January 25 1945
David West,August 29 1980
Delonte West,July 26 1983
Doug West,May 27 1967
Jerry West*,May 28 1938
Mario West,June 19 1984
Mark West,November 5 1960
Roland West,June 6 1944
Russell Westbrook,November 12 1988
Paul Westphal*,November 30 1950
John Wetzel,October 22 1944
Robert Whaley,April 16 1982
Ennis Whatley,August 11 1962
DeJuan Wheat,October 14 1973
Clinton Wheeler,October 27 1959
Tyson Wheeler,October 8 1975
Skippy Whitaker,August 29 1930
Andrew White,June 16 1993
Coby White,February 16 2000
D.J. White,August 31 1986
Derrick White,July 2 1994
Eric White,December 30 1965
Herb White,June 15 1948
Hubie White,January 26 1940
Jahidi White,February 19 1976
James White,October 21 1982
Jo Jo White*,November 16 1946
Okaro White,August 13 1992
Randy White,November 4 1967
Rodney White,June 28 1980
Rory White,August 16 1959
Royce White,April 10 1991
Rudy White,June 23 1953
Tony White,February 15 1965
Willie White,August 20 1962
Isaiah Whitehead,March 8 1995
Jerome Whitehead,September 30 1956
Donald Whiteside,April 25 1969
Hassan Whiteside,June 13 1989
Dwayne Whitfield,August 21 1972
Chris Whitney,October 5 1971
Hank Whitney,April 28 1939
Hawkeye Whitney,June 22 1957
Greg Whittington,February 7 1993
Shayne Whittington,March 27 1991
Sidney Wicks,September 19 1949
Ron Widby,March 9 1945
Murray Wier,December 12 1926
Bob Wiesenhahn,December 22 1938
Joe Wieskamp,August 23 1999
Aaron Wiggins,January 2 1999
Andrew Wiggins,February 23 1995
Mitchell Wiggins,September 28 1959
Lindell Wigginton,March 28 1998
Ken Wilburn,June 8 1944
C.J. Wilcox,December 30 1990
Chris Wilcox,September 3 1982
D.C. Wilcutt,March 25 1923
Gene Wiley,November 12 1937
Jacob Wiley,September 4 1994
Michael Wiley,October 16 1957
Morlon Wiley,September 24 1966
Win Wilfong,March 18 1933
Lenny Wilkens*,October 28 1937
Bob Wilkerson,August 15 1954
Jamaal Wilkes*,May 2 1953
James Wilkes,April 1 1958
Damien Wilkins,January 11 1980
Dominique Wilkins*,January 12 1960
Eddie Lee Wilkins,May 7 1962
Gerald Wilkins,September 11 1963
Jeff Wilkins,March 9 1955
Dale Wilkinson,March 18 1960
Mike Wilks,May 7 1979
Aaron Williams,October 2 1971
Al Williams,February 3 1948
Alan Williams,January 28 1993
Alvin Williams,August 6 1974
Art Williams,September 29 1939
Bernie Williams,December 30 1945
Bob Williams,May 12 1931
Brandon Williams,February 27 1975
Brandon Williams,November 22 1999
Buck Williams,March 8 1960
C.J. Williams,February 6 1990
Charlie Williams,September 5 1943
Chuck Williams,June 6 1946
Chuckie Williams,December 31 1953
Cliff Williams,April 15 1945
Corey Williams,April 24 1970
Deron Williams,June 26 1984
Derrick Williams,May 25 1991
Duck Williams,August 2 1956
Earl Williams,March 24 1951
Elliot Williams,June 20 1989
Eric Williams,July 17 1972
Fly Williams,February 18 1953
Frank Williams,February 25 1980
Freeman Williams,May 15 1956
Gene Williams,April 1 1947
Grant Williams,November 30 1998
Gus Williams,October 10 1953
Guy Williams,July 1 1960
Hank Williams,April 28 1952
Herb Williams,February 16 1958
Hot Rod Williams,August 9 1962
Jason Williams,November 18 1975
Jawad Williams,February 19 1983
Jay Williams,September 10 1981
Jayson Williams,February 22 1968
Jerome Williams,May 10 1973
John Williams,October 26 1966
Johnathan Williams,May 22 1995
Jordan Williams,October 11 1990
Justin Williams,May 12 1984
Kenny Williams,June 9 1969
Kenrich Williams,December 2 1994
Kevin Williams,September 11 1961
Lorenzo Williams,July 15 1969
Lou Williams,October 27 1986
Marcus Williams,December 3 1985
Marcus Williams,November 18 1986
Marvin Williams,June 19 1986
Matt Williams,October 14 1993
Micheal Williams,July 23 1966
Mike Williams,August 14 1963
Milt Williams,November 22 1945
Mo Williams,December 19 1982
Monty Williams,October 8 1971
Nate Williams,May 2 1950
Patrick Williams,August 26 2001
Pete Williams,March 10 1965
Ray Williams,October 14 1954
Reggie Williams,March 5 1964
Reggie Williams,September 14 1986
Rickey Williams,March 12 1957
Rob Williams,May 5 1961
Robert Williams,October 17 1997
Ron Williams,September 24 1944
Sam Williams,January 22 1945
Sam Williams,March 7 1959
Scott Williams,March 21 1968
Sean Williams,September 13 1986
Shammond Williams,April 5 1975
Shawne Williams,February 16 1986
Shelden Williams,October 21 1983
Sly Williams,January 26 1958
Terrence Williams,June 28 1987
Travis Williams,May 27 1969
Troy Williams,December 30 1994
Walt Williams,April 16 1970
Ward Williams,June 26 1923
Willie Williams,July 28 1946
Ziaire Williams,September 12 2001
Nigel Williams-Goss,September 16 1994
Corliss Williamson,December 4 1973
John Williamson,November 10 1951
Zion Williamson,July 6 2000
Vann Williford,January 26 1948
Kevin Willis,September 6 1962
Bill Willoughby,May 20 1957
Dedric Willoughby,May 27 1974
Bob Wilson,March 8 1926
Bobby Wilson,January 15 1951
Bubba Wilson,August 7 1955
D.J. Wilson,February 19 1996
George Wilson,May 9 1942
Isaiah Wilson,May 31 1948
Jamil Wilson,November 21 1990
Jasper Wilson,July 12 1947
Michael Wilson,September 15 1959
Nikita Wilson,February 25 1964
Othell Wilson,October 26 1961
Rick Wilson,February 7 1956
Ricky Wilson,July 16 1964
Stephen Wilson,October 16 1948
Trevor Wilson,March 16 1968
Kyle Wiltjer,October 20 1992
Kennard Winchester,September 3 1966
Tony Windis,January 27 1933
Dylan Windler,September 22 1996
John Windsor,April 3 1940
Lee Winfield,February 4 1947
David Wingate,December 15 1963
Dontonio Wingfield,June 23 1974
Harthorne Wingo,September 9 1947
Marv Winkler,February 18 1948
Justise Winslow,March 26 1996
Rickie Winslow,July 26 1964
Cassius Winston,February 28 1998
Trevor Winter,January 7 1974
Brian Winters,March 1 1952
Voise Winters,October 12 1962
Skip Wise,July 25 1955
Willie Wise,March 3 1947
James Wiseman,March 31 2001
Jeff Withey,March 7 1990
Luke Witte,October 19 1950
Greg Wittman,May 10 1947
Randy Wittman,October 28 1959
Garry Witts,July 3 1959
Dave Wohl,November 2 1949
Joe Wolf,December 17 1964
Rubén Wolkowyski,September 30 1973
Nate Wolters,May 15 1991
Al Wood,June 2 1958
Bob Wood,October 7 1921
Christian Wood,September 27 1995
David Wood,November 30 1964
Howard Wood,May 20 1959
Leon Wood,March 25 1962
Robert Woodard II,September 22 1999
Loren Woods,June 21 1978
Qyntel Woods,February 16 1981
Randy Woods,September 23 1970
Tommy Woods,June 10 1943
Mike Woodson,March 24 1958
Bob Woollard,July 27 1940
Orlando Woolridge,December 16 1959
Haywoode Workman,January 23 1966
Mark Workman,March 10 1930
Tom Workman,November 14 1944
Metta World Peace,November 13 1979
Willie Worsley,November 13 1945
Sam Worthen,January 17 1958
James Worthy*,February 27 1961
Antoine Wright,February 6 1984
Bracey Wright,July 1 1984
Brad Wright,March 26 1962
Brandan Wright,October 5 1987
Chris Wright,September 30 1988
Chris Wright,November 4 1989
Delon Wright,April 26 1992
Dorell Wright,December 2 1985
Howard Wright,December 20 1967
Howie Wright,February 22 1947
Joby Wright,September 5 1950
Julian Wright,May 20 1987
Larry Wright,November 23 1954
Leroy Wright,May 6 1938
Lonnie Wright,January 23 1945
Lorenzen Wright,November 4 1975
Luther Wright,September 22 1971
McKinley Wright IV,October 25 1998
Moses Wright,December 23 1998
Sharone Wright,January 30 1973
Justin Wright-Foreman,October 27 1997
Tony Wroten,April 13 1993
Dennis Wuycik,March 29 1950
A.J. Wynder,September 11 1964
Guerschon Yabusele,December 17 1995
Vincent Yarbrough,March 21 1981
George Yardley*,November 3 1928
Barry Yates,January 30 1946
Wayne Yates,November 7 1937
Charlie Yelverton,December 5 1948
Rich Yonakor,October 3 1958
Danny Young,July 26 1962
James Young,August 16 1995
Joe Young,June 27 1992
Korleone Young,December 31 1978
Michael Young,January 2 1961
Nick Young,June 1 1985
Perry Young,August 4 1963
Sam Young,June 1 1985
Thaddeus Young,June 21 1988
Tim Young,February 6 1976
Trae Young,September 19 1998
Sun Yue,November 6 1985
Omer Yurtseven,June 19 1998
Max Zaslofsky,December 7 1925
Zeke Zawoluk,October 13 1930
Cody Zeller,October 5 1992
Dave Zeller,June 8 1939
Gary Zeller,November 20 1947
Harry Zeller,July 10 1919
Luke Zeller,April 7 1987
Tyler Zeller,January 17 1990
Tony Zeno,October 1 1957
Phil Zevenbergen,April 13 1964
Wang Zhizhi,July 8 1977
George Zídek,August 2 1973
Derrick Zimmerman,December 2 1981
Stephen Zimmerman,September 9 1996
Paul Zipser,February 18 1994
Ante Žiži?,January 4 1997
Jim Zoet,December 20 1953
Bill Zopf,June 7 1948
Ivica Zubac,March 18 1997
Matt Zunic,December 19 1919
